"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"1505","2 BHK Flat for Sale in Grand Ajnara Heritage, Sector 74, Noida",8400000,"₹7029 per sqft ","","1900 sqft","Ready to Move","2 out of 2","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",2,5,"Noida"," Grand Ajnara Heritage",7029,2,1900,1195.04908237303
"1506","3 BHK Flat for Sale in Sector 37, Mathura Road, Faridabad",8000000,"₹5079 per sqft ","","2160 sqft","Ready to Move","3 out of 3","Resale","North","Main Road","Freehold","2 Covered,",2,1,"Faridabad"," Sector 37",5079,3,2160,1575.11321126206
"1507","2 BHK Flat for Sale in Shipra Sun City, Indirapuram, Ghaziabad",4500000,"₹5357 per sqft ","","3000 sqft","Ready to Move","3 out of 3","Resale","West","Garden/Park","Freehold","1 Covered",2,3,"Ghaziabad"," Shipra Sun City",5357,2,3000,840.022400597349
"1508","5 BHK Villa for Sale in Sector 56 Gurgaon",40000000,"₹11111 per sqft ","","1127 sqft","Ready to Move","Ground out of 2","Resale","North - East","Garden/Park, Pool","Leasehold","3 Covered,",5,3,"Gurgaon"," Sector 56 Gurgaon",11111,5,1127,3600.03600036
"1509","1 BHK Flat for Sale in Kamna Apartments, Vaishali Sector 5, Ghaziabad",1800000,"₹4500 per sqft ","","680 sqft","Ready to Move","2 out of 2","Resale","North - East","Garden/Park","Freehold","",1,2,"Ghaziabad"," Kamna Apartments",4500,1,680,400
"1511","2 BHK Flat for Sale in Sector 3 Block C1, Gurgaon",10000000,"₹7067 per sqft ","","645 sqft","Ready to Move","5 out of 14","Resale","","","","",2,4,"Gurgaon"," Sector 3 Block C1",7067,2,645,1415.02759303806
"1516","2 BHK Flat for Sale in Vivekanand Puri, Sarai Rohilla, New Delhi",7610000,"₹8456 per sqft ","","","Ready to Move","3 out of 3","Resale","","","","",1,NA,"Delhi"," Vivekanand Puri",8456,2,NA,899.952696310312
"1517","4 BHK House for Sale in Vivekanand Puri, Sarai Rohilla New Delhi",65000000,"₹45139 per sqft ","","","Ready to Move","7 out of 19","Resale","","","","",3,NA,"Delhi"," Vivekanand Puri",45139,4,NA,1439.99645539334
"1518","2 BHK House for Sale in Vivekanand Puri, Sarai Rohilla New Delhi",16000000,"₹11429 per sqft ","","","Ready to Move","2 out of 3","Resale","","","","",2,NA,"Delhi"," Vivekanand Puri",11429,2,NA,1399.94750196868
"1519","4 BHK Flat for Sale in Tilak Marg, New Delhi",25400000,"₹8462 per sqft ","","","Ready to Move","4 out of 4","Resale","","","","",4,NA,"Delhi"," Tilak Marg",8462,4,NA,3001.65445521153
"1520","2 BHK Flat for Sale in Tilak Marg, New Delhi",6200000,"₹8112 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",1,NA,"Delhi"," Tilak Marg",8112,2,NA,764.299802761341
"1521","2 BHK Flat for Sale in Ramprastha The Edge Towers, Garauli Khurd, Sector 37D, Delhi Gurgaon Expressway, Gurgaon",8200000,"₹6260 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",2,NA,"Gurgaon"," Ramprastha The Edge Towers",6260,2,NA,1309.90415335463
"1522","7 BHK House for Sale in New Delhi",100000000,"₹33333 per sqft ","","","Ready to Move","9 out of 23","Resale","","","","",7,NA,"Delhi"," New Delhi",33333,7,NA,3000.0300003
"1523","3 BHK Flat for Sale in South City 1, Sector 41, Gurgaon",15500000,"₹7176 per sqft ","","","Ready to Move","Ground out of 16","Resale","","","","",3,NA,"Gurgaon"," South City 1",7176,3,NA,2159.97770345596
"1526","4 BHK Flat for Sale in ACE Divino, Sector 1, Noida",15000000,"₹8000 per sqft ","","","Ready to Move","14 out of 17","Resale","","","","",3,NA,"Noida"," ACE Divino",8000,4,NA,1875
"1529","4 BHK Flat for Sale in Puri The Aravallis, Golf course Extension Road, Gurgaon",52500000,"₹19444 per sqft ","","","Ready to Move","","Resale","","","","",4,NA,"Gurgaon"," Puri The Aravallis",19444,4,NA,2700.06171569636
"1530","2 BHK Flat for Sale in Sarvome Shree Homes, Sector 45, Mathura Road, Faridabad",3500000,"₹4698 per sqft ","","","","","Resale","","","","",2,NA,"Faridabad"," Sarvome Shree Homes",4698,2,NA,744.997871434653
"1531","1 BHK Flat for Sale in Raj Nagar 2, New Delhi",1700000,"₹4722 per sqft ","Bluecrumbs","360 sqft","Ready to Move","3 out of 3","Resale","East","Garden/Park","Freehold","1 Covered",1,3,"Delhi"," Raj Nagar 2",4722,1,360,360.01694197374
"1532","3 BHK Flat for Sale in Nice Group Housing, Sector 2, Mathura Road, Faridabad",10000000,"₹5263 per sqft ","Charitra Realty Pvt Ltd","1600 sqft","Ready to Move","1 out of 8","Resale","North","Garden/Park","Freehold","3 Open",4,2,"Faridabad"," Nice Group Housing",5263,3,1600,1900.05700171005
"1534","> 10 BHK Villa for Sale in Jagriti Enclave, Anand Vihar New Delhi",99500000,"₹11706 per sqft ","","1950 sqft","Ready to Move","4 out of 18","New Property","East","Garden/Park, Pool, Main Road","Freehold","1 Covered",NA,2,"Delhi"," Jagriti Enclave",11706,10,1950,8499.91457372288
"1535","4 BHK Flat for Sale in CGEWHO Phase 1, Phi 2, Greater Noida",12500000,"₹5952 per sqft ","","1650 sqft","Ready to Move","1 out of 3","Resale","North - East","Garden/Park, Main Road","Leasehold","1 Covered",3,3,"Noida"," CGEWHO Phase 1",5952,4,1650,2100.13440860215
"1536","3 BHK Flat for Sale in Nirala Estate Phase 2, Noida Extension, Noida",11700000,"₹7143 per sqft ","","1550 sqft","Poss. by Aug '23","12 out of 14","New Property","East","Garden/Park","Freehold","1 Covered,",3,3,"Noida"," Nirala Estate Phase 2",7143,3,1550,1637.96724065519
"1537","2 BHK Flat for Sale in Chittaranjan Park, New Delhi",14500000,"₹13182 per sqft ","","1150 sqft","Ready to Move","12 out of 30","Resale","East","Garden/Park, Pool, Main Road","Freehold","1 Covered",2,4,"Delhi"," Chittaranjan Park",13182,2,1150,1099.98482779548
"1538","3 BHK Flat for Sale in Mahagun Mansion 1 and 2, Vaibhav Khand, Indirapuram, Ghaziabad",10000000,"₹5128 per sqft ","","750 sqft","Ready to Move","1 out of 4","Resale","East","Garden/Park, Pool, Main Road","Leasehold","1 Covered",3,3,"Ghaziabad"," Mahagun Mansion 1 and 2",5128,3,750,1950.07800312012
"1540","4 BHK Villa for Sale in Godrej Golf Links, Sector 27 Greater Noida",55000000,"₹11727 per sqft ","","360 sqft","Poss. by Jun '24","7 out of 22","Resale","East","Main Road","Freehold","1 Covered",4,4,"Noida"," Godrej Golf Links",11727,4,360,4690.03155112134
"1541","3 BHK Flat for Sale in The Orchard, Sohna Sector 32, Gurgaon",21500000,"₹10099 per sqft ","","3000 sqft","Poss. by Dec '24","2 out of 4","New Property","West","Garden/Park","Freehold","1 Covered",3,1,"Gurgaon"," The Orchard",10099,3,3000,2128.92365580751
"1542","2 BHK Flat for Sale in Puri Emerald Bay, Dhanwanpur Village, Sector 104, Gurgaon",14900000,"₹9613 per sqft ","","1450 sqft","Ready to Move","1 out of 5","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered",2,1,"Gurgaon"," Puri Emerald Bay",9613,2,1450,1549.98439613024
"1543","3 BHK Flat for Sale in Arihant Arden, Noida Extension, Noida",8400000,"₹6109 per sqft ","","625 sqft","Ready to Move","2 out of 5","New Property","East","Main Road","Freehold","3 Covered",2,1,"Noida"," Arihant Arden",6109,3,625,1375.02046161401
"1544","2 BHK Flat for Sale in Vihaan Vista, Sector 1 Greater Noida West, Greater Noida",2700000,"₹3176 per sqft ","","3200 sqft","Ready to Move","3 out of 4","New Property","West","Garden/Park, Main Road","Freehold","1 Open",2,1,"Noida"," Vihaan Vista",3176,2,3200,850.125944584383
"1546","1 BHK Flat for Sale in Mayur Vihar 1, New Delhi",2700000,"₹3750 per sqft ","","1600 sqft","Ready to Move","5 out of 6","Resale","East","Main Road","Leasehold","1 Covered",1,1,"Delhi"," Mayur Vihar 1",3750,1,1600,720
"1547","1 BHK Flat for Sale in Jasola, New Delhi",5600000,"₹9655 per sqft ","","1120 sqft","Ready to Move","2 out of 4","Resale","North - East","Pool, Garden/Park","Freehold","1 Covered",2,1,"Delhi"," Jasola",9655,1,1120,580.010357327809
"1548","4 BHK Flat for Sale in Unitech Independent Floors, South City 2, Sector 49, Gurgaon",35000000,"₹10938 per sqft ","","","Ready to Move","2 out of 8","New Property","West","Garden/Park","Freehold","",5,3,"Gurgaon"," Unitech Independent Floors",10938,4,NA,3199.85372097276
"1549","3 BHK Flat for Sale in Aditi Apartment, Indraprastha Extension, Patparganj, New Delhi",17500000,"₹10606 per sqft ","","","Ready to Move","2 out of 3","Resale","West","Pool, Garden/Park","Freehold","",3,2,"Delhi"," Aditi Apartment",10606,3,NA,1650.00942862531
"1550","3 BHK Flat for Sale in Tilak Nagar, New Delhi",3800000,"₹2533 per sqft ","","","Ready to Move","4 out of 23","Resale","North - West","","Leasehold","",1,2,"Delhi"," Tilak Nagar",2533,3,NA,1500.197394394
"1551","4 BHK Flat for Sale in C Dot Co operative Group Housing Society, Sector 56, Gurgaon",16500000,"₹6735 per sqft ","","","Ready to Move","5 out of 24","Resale","East","","","",3,2,"Gurgaon"," C Dot Co operative Group Housing Society",6735,4,NA,2449.88864142539
"1552","2 BHK Flat for Sale in Gyan Khand 1, Indirapuram, Ghaziabad",4000000,"₹4000 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",2,1,"Ghaziabad"," Gyan Khand 1",4000,2,NA,1000
"1553","3 BHK Flat for Sale in ATS Advantage Phase 2, Ahinsa Khand, Indirapuram, Ghaziabad",13000000,"₹7715 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",3,2,"Ghaziabad"," ATS Advantage Phase 2",7715,3,NA,1685.0291639663
"1554","2 BHK Flat for Sale in Gaur City 2 Sanskriti Vihar, C-16, Greater Noida",5200000,"₹6420 per sqft ","","","Ready to Move","13 out of 14","Resale","","","","",2,4,"Noida"," Gaur City 2 Sanskriti Vihar",6420,2,NA,809.968847352025
"1555","2 BHK Flat for Sale in DDA Ekta Apartments, Paschim Vihar, New Delhi",14500000,"₹13182 per sqft ","","","Ready to Move","Ground out of 4","Resale","","","","",2,4,"Delhi"," DDA Ekta Apartments",13182,2,NA,1099.98482779548
"1556","4 BHK Flat for Sale in Green Woods City, Sector 45, Gurgaon",35500000,"₹10597 per sqft ","","","Ready to Move","15 out of 22","Resale","","","","",4,NA,"Gurgaon"," Green Woods City",10597,4,NA,3350.0047183165
"1557","2 BHK Flat for Sale in Agrasain Aagman 2, Sector 70, Faridabad",2700000,"₹4601 per sqft ","","","Ready to Move","10 out of 19","Resale","","","","",2,NA,"Faridabad"," Agrasa Aagman 2",4601,2,NA,586.828950228211
"1558","3 BHK Flat for Sale in Shivalik, Malviya Nagar, New Delhi",31500000,"₹17500 per sqft ","","","Ready to Move","","Resale","","","","",3,NA,"Delhi"," Shivalik",17500,3,NA,1800
"1560","3 BHK Flat for Sale in Nirala Estate Phase 1, Techzone 4, Greater Noida",7500000,"₹6024 per sqft ","","","Ready to Move","","Resale","","","","",2,NA,"Noida"," Nirala Estate Phase 1",6024,3,NA,1245.01992031873
"1561","3 BHK Flat for Sale in Eros Belvedere Tower, Charmwood Village, Sector 39, Suraj Kund Badkhal Road, Faridabad",15000000,"₹9572 per sqft ","","1300 sqft","Ready to Move","5 out of 9","Resale","West","Garden/Park, Main Road","Freehold","2 Covered",3,2,"Faridabad"," Eros Belvedere Tower",9572,3,1300,1567.07062264939
"1563"," Studio Apartment for Sale in Greater Noida West, Noida",5500000,"₹7990 per sqft ","","360 sqft","Poss. by Mar '25","7 out of 25","New Property","North - East","Main Road","Leasehold","1 Covered",1,1,"Noida"," Greater Noida West",7990,1,360,688.360450563204
"1564","2 BHK Flat for Sale in Shatabdi Rail Vihar, Sector 62, NH 24, Noida",5230000,"₹4354 per sqft ","","720 sqft","Ready to Move","3 out of 3","Resale","North - East","Main Road","Leasehold","1 Open",2,2,"Noida"," Shatabdi Rail Vihar",4354,2,720,1201.19430408819
"1566","1 BHK Flat for Sale in Om Vihar, Nawada, New Delhi",920000,"₹4089 per sqft ","","1500 sqft","Ready to Move","Ground out of 4","New Property","North - East","Garden/Park, Main Road","Freehold","1 Open",1,3,"Delhi"," Om Vihar",4089,1,1500,224.993886035706
"1567","3 BHK Flat for Sale in Kalka Apartments, Dwarka Sector 6, New Delhi",18500000,"₹10571 per sqft ","","1540 sqft","Ready to Move","1 out of 8","Resale","South","Garden/Park, Pool, Main Road","Freehold","1 Covered,",2,2,"Delhi"," Kalka Apartments",10571,3,1540,1750.07094882225
"1568","4 BHK Flat for Sale in DLF Oakwood Estate, DLF City Phase 2, Gurgaon",22600000,"₹12718 per sqft ","","40 sqm","Ready to Move","11 out of 15","Resale","North - West","Pool, Garden/Park, Main Road","Leasehold","1 Covered",4,1,"Gurgaon"," DLF Oakwood Estate",12718,4,40,1777.00896367353
"1569","2 BHK House for Sale in Delta 1 Greater Noida",8000000,"₹16516 per sqft ","","250 sqft","Ready to Move","Ground out of 1","Resale","North","Garden/Park, Main Road","Power Of Attorney","1 Open",1,1,"Noida"," Delta 1 Greater Noida",16516,2,250,484.378784209252
"1570"," Studio Apartment for Sale in Dwarka, New Delhi",2600000,"₹10000 per sqft ","","1400 sqft","Ready to Move","2 out of 4","Resale","North - West","Garden/Park","Power Of Attorney","1 Covered",1,3,"Delhi"," Dwarka",10000,1,1400,260
"1572","3 BHK Flat for Sale in JVTS Gardens, Chhattarpur, New Delhi",5130000,"₹3677 per sqft ","","760 sqft","Ready to Move","1 out of 4","Resale","North - West","Main Road","Freehold","2 Open",2,2,"Delhi"," JVTS Gardens",3677,3,760,1395.15909709002
"1573","4 BHK Flat for Sale in Gupta Ji Floors, Greenfield Colony, Mathura Road, Faridabad",15000000,"₹3876 per sqft ","","490 sqft","Ready to Move","1 out of 4","New Property","East","Main Road","Freehold","2 Covered,",4,2,"Faridabad"," Gupta Ji Floors",3876,4,490,3869.96904024768
"1574","1 BHK Flat for Sale in Narela Sector A9, New Delhi",1700000,"₹3935 per sqft ","","1400 sqft","Ready to Move","3 out of 4","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",1,5,"Delhi"," Narela Sector A9",3935,1,1400,432.020330368488
"1575","1 BHK Flat for Sale in Pragya Kunj Apartments, Vasundhara Sector 4C, Ghaziabad",3200000,"₹6325 per sqft ","","1370 sqft","Ready to Move","Ground out of 4","Resale","East","Garden/Park, Pool, Main Road","Leasehold","4 Covered",1,2,"Ghaziabad"," Pragya Kunj Apartments",6325,1,1370,505.928853754941
"1576","2 BHK Flat for Sale in Windsor and Nova Society, Vaibhav Khand, Indirapuram, Ghaziabad",4800000,"₹6316 per sqft ","","500 sqft","Ready to Move","Ground out of 4","Resale","North","Garden/Park, Main Road","Freehold","1 Covered",2,3,"Ghaziabad"," Windsor and Nova Society",6316,2,500,759.974667511083
"1577","5 BHK Flat for Sale in ATS Tourmaline, Sector 109, Gurgaon",50000000,"₹8621 per sqft ","","900 sqft","Ready to Move","23 out of 24","Resale","East","Garden/Park, Main Road","Freehold","1 Covered",5,2,"Gurgaon"," ATS Tourmaline",8621,5,900,5799.79120751653
"1578","1 BHK Flat for Sale in ADITYA CELEBRITY HOMES, Sector 76, Noida",3900000,"₹7091 per sqft ","","670 sqft","Ready to Move","3 out of 15","Resale","South -West","Garden/Park, Pool, Main Road","Leasehold","",1,5,"Noida"," ADITYA CELEBRITY HOMES",7091,1,670,549.992948808349
"1579","2 BHK Flat for Sale in Zara Aavaas, Sector 104, Gurgaon",4000000,"₹7042 per sqft ","","","Ready to Move","9 out of 14","Resale","East","Main Road","Freehold","",2,4,"Gurgaon"," Zara Aavaas",7042,2,NA,568.020448736155
"1580","3 BHK Flat for Sale in DLF Garden City The Primus, Sector 82A, Gurgaon",19000000,"₹10451 per sqft ","","","Ready to Move","25 out of 31","Resale","North - West","","Freehold","",3,1,"Gurgaon"," DLF Garden City The Primus",10451,3,NA,1818.00784613913
"1582","4 BHK Flat for Sale in Panchsheel Park, New Delhi",177500000,"₹24653 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",5,1,"Delhi"," Panchsheel Park",24653,4,NA,7199.93509917657
"1583","2 BHK Flat for Sale in Shri Radha Sky Gardens, Noida Extension Block B, Noida",5700000,"₹4161 per sqft ","","","Ready to Move","10 out of 19","Resale","","","","",2,NA,"Noida"," Shri Radha Sky Gardens",4161,2,NA,1369.86301369863
"1585","3 BHK Flat for Sale in Vikaspuri, New Delhi",12500000,"₹4167 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Delhi"," Vikaspuri",4167,3,NA,2999.76001919846
"1586","1 BHK Flat for Sale in Indirapuram, Ghaziabad",1500000,"₹4394 per sqft ","","","Ready to Move","Ground out of 5","Resale","","","","",1,NA,"Ghaziabad"," Indirapuram",4394,1,NA,341.374601729631
"1587","3 BHK Flat for Sale in Sector 120, Noida",7800000,"₹4444 per sqft ","","","Ready to Move","14 out of 17","Resale","","","","",3,NA,"Noida"," Sector 120",4444,3,NA,1755.17551755176
"1588","2 BHK Flat for Sale in Mohan Garden, Razapur Khurd, New Delhi",3000000,"₹12698 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Delhi"," Mohan Garden",12698,2,NA,236.257678374547
"1589","7 BHK House for Sale in Bhogal, Jangpura New Delhi",60000000,"₹7228 per sqft ","","","Ready to Move","Ground out of 3","Resale","","","","",4,NA,"Delhi"," Bhogal",7228,7,NA,8301.05146651909
"1590","2 BHK House for Sale in Aya Nagar Extension New Delhi",7950000,"","","","","","Resale","","","","",1,NA,"Delhi"," Aya Nagar Extension New Delhi",NA,2,NA,NA
"1591","2 BHK Flat for Sale in Telecom City Door Sanchar Sehkari Awas Samiti Limited, Sector 62, NH 24, Noida",6500000,"₹6190 per sqft ","Aiana Realtors","3000 sqft","Ready to Move","4 out of 4","Resale","East","Garden/Park","Leasehold","3 Covered",2,2,"Noida"," Telecom City Door Sanchar Sehkari Awas Samiti Limited",6190,2,3000,1050.08077544426
"1592","2 BHK Flat for Sale in Vrindavan Green, Sahibabad, Ghaziabad",6000000,"₹4615 per sqft ","Pramod","1850 sqft","Ready to Move","Ground out of 11","Resale","North - West","Garden/Park","Freehold","2 Open",2,3,"Ghaziabad"," Vrindavan Green",4615,2,1850,1300.10834236186
"1593","4 BHK Flat for Sale in Safdarjung, New Delhi",97500000,"₹30469 per sqft ","Globic Homes Consulting","2800 sqft","Ready to Move","Ground out of 4","New Property","North - West","Main Road","Freehold","2 Covered",5,1,"Delhi"," Safdarjung",30469,4,2800,3199.97374380518
"1595","5 BHK Villa for Sale in Palam Vihar Gurgaon",45000000,"₹14516 per sqft ","","163 sqyrd","Ready to Move","4 out of 32","Resale","East","Garden/Park","Freehold","1 Covered",5,2,"Gurgaon"," Palam Vihar Gurgaon",14516,5,163,3100.0275558005
"1596","3 BHK Villa for Sale in Rosewood City, Sector 49 Gurgaon",28000000,"₹20334 per sqft ","","750 sqft","Ready to Move","8 out of 15","Resale","North - West","Garden/Park, Main Road","Leasehold","2 Covered",3,4,"Gurgaon"," Rosewood City",20334,3,750,1377.00403265467
"1597","4 BHK Flat for Sale in Mahagun Mezzaria, Sector 78, Noida",42000000,"₹12245 per sqft ","","1600 sqft","Ready to Move","10 out of 22","Resale","North","Main Road","Freehold","1 Covered",3,3,"Noida"," Mahagun Mezzaria",12245,4,1600,3429.97141690486
"1598","3 BHK Flat for Sale in Ozone Park Apartments, Sector 86, Faridabad",7800000,"₹4298 per sqft ","","1950 sqft","Ready to Move","2 out of 4","Resale","East","Garden/Park, Main Road","Leasehold","1 Covered",3,NA,"Faridabad"," Ozone Park Apartments",4298,3,1950,1814.79758026989
