"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"2406","4 BHK Flat for Sale in Sector 24, Gurgaon",65000000,"₹14915 per sqft ","","900 sqft","Ready to Move","2 out of 9","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered,",4,1,"Gurgaon"," Sector 24",14915,4,900,4358.02883003688
"2407","3 BHK Flat for Sale in Ambience Lagoon, Sector 24, Gurgaon",30000000,"₹12981 per sqft ","","1900 sqft","Ready to Move","2 out of 10","Resale","North - East","Main Road","Freehold","",3,4,"Gurgaon"," Ambience Lagoon",12981,3,1900,2311.07002542177
"2408","2 BHK Flat for Sale in Kapashera Apartment, Kapashera, New Delhi",3600000,"₹5333 per sqft ","","540 sqft","Ready to Move","4 out of 4","New Property","East","Garden/Park, Main Road","Freehold","",2,2,"Delhi"," Kapashera Apartment",5333,2,540,675.042190136884
"2409","2 BHK Flat for Sale in Sahibabad, Ghaziabad",8000000,"₹8889 per sqft ","","1080 sqft","Ready to Move","2 out of 3","Resale","","Garden/Park, Main Road","Freehold","",2,2,"Ghaziabad"," Sahibabad",8889,2,1080,899.988750140623
"2411","2 BHK Flat for Sale in Sector 25, Noida",5700000,"₹4488 per sqft ","","2200 sqft","Ready to Move","2 out of 6","Resale","","","Freehold","",2,1,"Noida"," Sector 25",4488,2,2200,1270.05347593583
"2413","3 BHK Villa for Sale in Shahdara New Delhi",15800000,"₹3226 per sqft ","","","Ready to Move","7 out of 13","Resale","","","","",3,1,"Delhi"," Shahdara New Delhi",3226,3,NA,4897.70613763174
"2414","3 BHK Flat for Sale in Bharat City, Bhopura, Ghaziabad",5000000,"₹14444 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",3,NA,"Ghaziabad"," Bharat City",14444,3,NA,346.16449736915
"2415","2 BHK Flat for Sale in CC Colony, Kalyan Vihar, New Delhi",13000000,"₹6500 per sqft ","","","Ready to Move","2 out of 6","New Property","","","","",2,NA,"Delhi"," CC Colony",6500,2,NA,2000
"2416","3 BHK Flat for Sale in Dwarka, New Delhi",6500000,"₹13500 per sqft ","","","Ready to Move","5 out of 12","Resale","","","","",3,NA,"Delhi"," Dwarka",13500,3,NA,481.481481481481
"2417","5 BHK House for Sale in Sector 40, Dadri Road Noida",27000000,"₹4444 per sqft ","","","Ready to Move","4 out of 10","Resale","","","","",1,NA,"Noida"," Sector 40",4444,5,NA,6075.60756075608
"2418"," Studio Apartment for Sale in Raj Nagar Extension, Ghaziabad",2000000,"₹19199 per sqft ","","","Ready to Move","1 out of 2","Resale","","","","",3,NA,"Ghaziabad"," Raj Nagar Extension",19199,1,NA,104.172092296474
"2419","3 BHK House for Sale in Sector 40, Dadri Road Noida",31000000,"₹18868 per sqft ","","","Ready to Move","5 out of 6","Resale","","","","",6,NA,"Noida"," Sector 40",18868,3,NA,1642.99342802629
"2420","6 BHK House for Sale in Sector 40, Dadri Road Noida",100000000,"₹8125 per sqft ","","","Ready to Move","2 out of 3","Resale","","","","",10,NA,"Noida"," Sector 40",8125,6,NA,12307.6923076923
"2421","10 BHK House for Sale in Sector 40, Dadri Road Noida",65000000,"₹11190 per sqft ","","","Poss. by Jun '27","3 out of 4","Resale","","","","",3,NA,"Noida"," Sector 40",11190,10,NA,5808.75781948168
"2422","3 BHK Flat for Sale in Delhi State NEF CGHS Limited, DS 19, New Delhi",23500000,"₹6481 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",2,NA,"Delhi"," Delhi State NEF CGHS Limited",6481,3,NA,3625.98364449931
"2423","5 BHK House for Sale in Chipiyana Buzurg Ghaziabad",3500000,"₹3817 per sqft ","","","","5 out of 19","New Property","","","","",3,NA,"Ghaziabad"," Chipiyana Buzurg Ghaziabad",3817,5,NA,916.950484673828
"2424","3 BHK Flat for Sale in Sector 134, Noida Express Way, Noida",5000000,"₹16667 per sqft ","","","","1 out of 7","Resale","","","","",2,NA,"Noida"," Sector 134",16667,3,NA,299.994000119998
"2425","3 BHK Flat for Sale in DDA Flats Munirka, Munirka, New Delhi",20000000,"₹4867 per sqft ","","","","","Resale","","","","",2,NA,"Delhi"," DDA Flats Munirka",4867,3,NA,4109.30758167249
"2426","2 BHK Flat for Sale in Sainik Nagar, Uttam Nagar, New Delhi",3650000,"₹8065 per sqft ","","","","","Resale","","","","",1,NA,"Delhi"," Sainik Nagar",8065,2,NA,452.572845629262
"2427","2 BHK Flat for Sale in Geeta Colony, New Delhi",4500000,"₹5078 per sqft ","","","","","Resale","","","","",3,NA,"Delhi"," Geeta Colony",5078,2,NA,886.175659708547
"2430","4 BHK Flat for Sale in Firozeshah Road, New Delhi",75000000,"","","","","","Resale","","","","",NA,NA,"Delhi"," Firozeshah Road",NA,4,NA,NA
"2431","2 BHK Flat for Sale in Palam Colony, Palam, New Delhi",2950000,"₹4257 per sqft ","Prop Concern ","2000 sqft","Ready to Move","3 out of 4","Resale","North - East","Garden/Park","Freehold","1 Covered",2,3,"Delhi"," Palam Colony",4257,2,2000,692.976274371623
"2433","3 BHK Flat for Sale in Ashok Vihar Phase 3 Extension, Gurgaon",4400000,"₹4000 per sqft ","","1800 sqft","Ready to Move","3 out of 4","Resale","North","Garden/Park, Main Road","Freehold","1 Covered",2,1,"Gurgaon"," Ashok Vihar Phase 3 Extension",4000,3,1800,1100
"2435","2 BHK Flat for Sale in Chhapraula, Ghaziabad",3000000,"₹3158 per sqft ","","1050 sqft","Ready to Move","2 out of 6","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered,",2,2,"Ghaziabad"," Chhapraula",3158,2,1050,949.968334388854
"2436","4 BHK Flat for Sale in RM Block, Rajendra Nagar Sector 2, Ghaziabad",9000000,"₹7500 per sqft ","","790 sqft","Ready to Move","1 out of 2","Resale","South - East","Pool","Freehold","",3,2,"Ghaziabad"," RM Block",7500,4,790,1200
"2437","5 BHK Villa for Sale in Sector 47, Dadri Road Noida",19500000,"₹5500 per sqft ","","700 sqft","Ready to Move","1 out of 6","Resale","North","Garden/Park","Freehold","",3,2,"Noida"," Sector 47",5500,5,700,3545.45454545455
"2438","3 BHK Flat for Sale in Sector 48, Noida",5500000,"₹8445 per sqft ","","2600 sqft","Ready to Move","2 out of 5","Resale","East","Garden/Park, Pool, Main Road","Freehold","",2,3,"Noida"," Sector 48",8445,3,2600,651.272942569568
"2439","6 BHK House for Sale in Sector 48 Noida",30000000,"₹39583 per sqft ","","645 sqft","Ready to Move","1 out of 4","Resale","East","","Freehold","",6,5,"Noida"," Sector 48 Noida",39583,6,645,757.901119167319
"2440","2 BHK House for Sale in Vikaspuri Block C New Delhi",9500000,"₹13216 per sqft ","","1750 sqft","Ready to Move","2 out of 3","Resale","North - East","","Freehold","",2,2,"Delhi"," Vikaspuri Block C New Delhi",13216,2,1750,718.825665859564
"2441","3 BHK Flat for Sale in Chitra Vihar, Swasthya Vihar, New Delhi",30000000,"₹12444 per sqft ","","650 sqft","Ready to Move","18 out of 20","Resale","","","Leasehold","",3,2,"Delhi"," Chitra Vihar",12444,3,650,2410.80038572806
"2444","3 BHK Flat for Sale in Janakpuri, Ghaziabad",4500000,"₹14286 per sqft ","","","Ready to Move","7 out of 7","Resale","","","","",3,NA,"Ghaziabad"," Janakpuri",14286,3,NA,314.993700125997
"2445","4 BHK Flat for Sale in Dwarka Sector 19B, New Delhi",50000000,"₹13333 per sqft ","","","Ready to Move","1 out of 12","Resale","","","","",5,NA,"Delhi"," Dwarka Sector 19B",13333,4,NA,3750.09375234381
"2446","5 BHK House for Sale in Sector 48 Noida",24000000,"₹6458 per sqft ","","","Ready to Move","1 out of 5","Resale","","","","",5,NA,"Noida"," Sector 48 Noida",6458,5,NA,3716.32084236606
"2448","3 BHK Flat for Sale in Alok Vihar Cooperative Society, Sector 50 Block F, Noida",12500000,"₹7059 per sqft ","","","Ready to Move","8 out of 8","Resale","","","","",3,NA,"Noida"," Alok Vihar Cooperative Society",7059,3,NA,1770.78906360674
"2449","3 BHK Flat for Sale in Antriksh Green, Sector 50 Block F, Noida",12000000,"₹3889 per sqft ","","","Ready to Move","9 out of 27","Resale","","","","",3,NA,"Noida"," Antriksh Green",3889,3,NA,3085.62612496786
"2451","4 BHK Flat for Sale in Sector 55, Gurgaon",15000000,"₹9486 per sqft ","","","Ready to Move","Ground out of 1","Resale","","","","",3,NA,"Gurgaon"," Sector 55",9486,4,NA,1581.27767235927
"2452","3 BHK Flat for Sale in Sector 55, Gurgaon",12000000,"₹4274 per sqft ","","","Poss. by Oct '25","1 out of 4","Resale","","","","",3,NA,"Gurgaon"," Sector 55",4274,3,NA,2807.67430978007
"2454","3 BHK House for Sale in DLF City Phase 3 Gurgaon",10800000,"₹31061 per sqft ","","","Ready to Move","15 out of 33","Resale","","","","",2,NA,"Gurgaon"," DLF City Phase 3 Gurgaon",31061,3,NA,347.702907182641
"2455","4 BHK Flat for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",102500000,"₹2900 per sqft ","","","Ready to Move","","Resale","","","","",5,NA,"Delhi"," DLF Capital Greens 1 and 2",2900,4,NA,35344.8275862069
"2456","3 BHK Flat for Sale in Anmol, Sector 88, Faridabad",2900000,"₹8500 per sqft ","","","Poss. by Dec '25","","Resale","","","","",2,NA,"Faridabad"," Anmol",8500,3,NA,341.176470588235
"2457","2 BHK Flat for Sale in Sunlight Colony Phase 2, Mathura Road, New Delhi",8500000,"₹25341 per sqft ","","","","","Resale","","","","",2,NA,"Delhi"," Sunlight Colony Phase 2",25341,2,NA,335.424805650921
"2459","2 BHK Flat for Sale in Rohini, New Delhi",6200000,"₹19048 per sqft ","","","","","Resale","","","","",2,NA,"Delhi"," Rohini",19048,2,NA,325.493490130197
"2460","4 BHK Flat for Sale in M3M The Cullinan, Sector 94, Noida Express Way, Noida",80000000,"","","","","","New Property","","","","",5,NA,"Noida"," M3M The Cullinan",NA,4,NA,NA
"2461","4 BHK Flat for Sale in Privy The Address, Sector 93, Gurgaon",10200000,"₹5105 per sqft ","Royal Home Realtors","1200 sqft","Ready to Move","18 out of 20","Resale","East","Main Road","Freehold","1 Covered",4,3,"Gurgaon"," Privy The Address",5105,4,1200,1998.04113614104
"2463","3 BHK Flat for Sale in Vatika Xpressions, Sector 88B, Gurgaon",13000000,"₹8387 per sqft ","Laxman Thakur","1128 sqft","Ready to Move","2 out of 3","Resale","East","Garden/Park, Main Road","Freehold","2 Covered",3,2,"Gurgaon"," Vatika Xpressions",8387,3,1128,1550.01788482175
"2464","6 BHK House for Sale in Paschim Vihar New Delhi",105000000,"₹46667 per sqft ","","250 sqyrd","Ready to Move","2 out of 2","Resale","North - West","Garden/Park, Pool","Freehold","1 Covered",5,2,"Delhi"," Paschim Vihar New Delhi",46667,6,250,2249.98392868622
"2465","3 BHK Flat for Sale in Sector 7, Faridabad",15000000,"₹5051 per sqft ","","900 sqft","Ready to Move","2 out of 3","Resale","South -West","Garden/Park, Main Road","Freehold","3 Covered",3,4,"Faridabad"," Sector 7",5051,3,900,2969.70896852108
"2467","3 BHK Flat for Sale in Srinagar Garden, New Delhi",7500000,"₹7937 per sqft ","","1350 sqft","Ready to Move","1 out of 4","Resale","East","Garden/Park","Freehold","1 Covered",2,3,"Delhi"," Srinagar Garden",7937,3,1350,944.941413632355
"2468","2 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",14000000,"₹14737 per sqft ","","720 sqft","Ready to Move","1 out of 4","Resale","West","Main Road","Freehold","2 Covered,",2,2,"Delhi"," DDA Flats Sector E Pocket 2",14737,2,720,949.989821537626
"2469","3 BHK Flat for Sale in M3M Merlin, Sector 67A, Gurgaon",33000000,"₹13995 per sqft ","","160 sqyrd","Ready to Move","15 out of 31","Resale","North - East","Garden/Park, Pool","Leasehold","2 Covered",4,2,"Gurgaon"," M3M Merlin",13995,3,160,2357.98499464094
"2470","3 BHK Flat for Sale in Doctors Apartment, Vasundhara Enclave, New Delhi",13500000,"₹9643 per sqft ","","250 sqyrd","Ready to Move","1 out of 7","Resale","East","Main Road","Freehold","2 Covered",3,5,"Delhi"," Doctors Apartment",9643,3,250,1399.97925956652
"2472","3 BHK House for Sale in Patel Nagar East, Patel Nagar New Delhi",36000000,"₹22222 per sqft ","","900 sqft","Ready to Move","3 out of 4","Resale","North - East","Garden/Park","Leasehold","1 Covered",3,2,"Delhi"," Patel Nagar East",22222,3,900,1620.016200162
"2473","3 BHK Flat for Sale in Sector 67, Gurgaon",8500000,"₹6098 per sqft ","","50 sqyrd","Ready to Move","2 out of 3","Resale","South - East","Garden/Park","Co-operative Society","1 Covered",3,2,"Gurgaon"," Sector 67",6098,3,50,1393.89963922598
"2475","6 BHK House for Sale in RWA Sector 26, Sector 26 Noida",41500000,"₹27667 per sqft ","","1150 sqft","Ready to Move","Ground out of 3","Resale","East","Main Road","Freehold","",6,2,"Noida"," RWA Sector 26",27667,6,1150,1499.98192792858
"2476","2 BHK Flat for Sale in Sriniwaspuri Extension, Sri Niwaspuri, New Delhi",7500000,"₹10417 per sqft ","","199 sqyrd","Poss. by Apr '24","3 out of 5","Resale","East","Garden/Park, Main Road","Freehold","",2,1,"Delhi"," Sriniwaspuri Extension",10417,2,199,719.976960737256
"2480","3 BHK Flat for Sale in DLF City Independent Floors, DLF City Phase 2, Gurgaon",25200000,"₹14006 per sqft ","","905 sqft","Ready to Move","2 out of 2","New Property","","","Freehold","",4,4,"Gurgaon"," DLF City Independent Floors",14006,3,905,1799.22890189919
"2481","3 BHK Flat for Sale in Swati Apartments, Patparganj, New Delhi",14500000,"₹11600 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",2,1,"Delhi"," Swati Apartments",11600,3,NA,1250
"2482","4 BHK House for Sale in Sukhdev Vihar, Okhla New Delhi",200000000,"₹586510 per sqft ","","","Ready to Move","Ground out of 3","Resale","","","","",2,NA,"Delhi"," Sukhdev Vihar",586510,4,NA,341.000153450069
"2483","4 BHK Flat for Sale in Unitech Greenwood City Apartment, Green Woods City Sector 46, Gurgaon",32500000,"₹16250 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",4,NA,"Gurgaon"," Unitech Greenwood City Apartment",16250,4,NA,2000
"2484","3 BHK Flat for Sale in Paschim Vihar Block A2, New Delhi",29500000,"₹16389 per sqft ","","","Ready to Move","2 out of 4","New Property","","","","",3,NA,"Delhi"," Paschim Vihar Block A2",16389,3,NA,1799.9877966929
"2485","3 BHK Flat for Sale in DLF Ridgewood Estate, Chanderlok, Sector 28, Gurgaon",17500000,"₹12718 per sqft ","","","Ready to Move","11 out of 15","Resale","","","","",3,NA,"Gurgaon"," DLF Ridgewood Estate",12718,3,NA,1376.00251611889
"2486","3 BHK Flat for Sale in Supertech Livingstone, NH 24, Ghaziabad",5800000,"₹4070 per sqft ","","","Ready to Move","16 out of 21","Resale","","","","",2,NA,"Ghaziabad"," Supertech Livingstone",4070,3,NA,1425.06142506143
"2487","4 BHK Flat for Sale in Orange County, Indirapuram, Ghaziabad",23000000,"₹5750 per sqft ","","","Ready to Move","16 out of 18","Resale","","","","",5,NA,"Ghaziabad"," Orange County",5750,4,NA,4000
"2488","4 BHK Flat for Sale in Sector 57 Block G, Golf Course Extension Road, Gurgaon",23500000,"₹10682 per sqft ","","","Ready to Move","3 out of 4","New Property","","","","",4,NA,"Gurgaon"," Sector 57 Block G",10682,4,NA,2199.96255382887
"2489","2 BHK Flat for Sale in Ganesh Nagar, Tilak Nagar, New Delhi",3600000,"₹8000 per sqft ","","","","1 out of 4","Resale","","","","",2,NA,"Delhi"," Ganesh Nagar",8000,2,NA,450
"2491","3 BHK Flat for Sale in Sector 86, Gurgaon",12600000,"₹7357 per sqft ","Ivaan Landbase Private Ltd.","1200 sqft","Ready to Move","5 out of 14","Resale","North","Garden/Park","Freehold","2 Covered",3,2,"Gurgaon"," Sector 86",7357,3,1200,1712.65461465271
"2494","3 BHK Flat for Sale in Sector 10 RWA, Sector 10, Gurgaon",16500000,"₹7500 per sqft ","Vimal Kumar Soni","75 sqyrd","Ready to Move","4 out of 4","Resale","South - East","Main Road","Freehold","1 Covered",3,1,"Gurgaon"," Sector 10 RWA",7500,3,75,2200
"2495","2 BHK Flat for Sale in Radhey Shyam Park, New Delhi",3500000,"₹6272 per sqft ","","5000 sqft","Ready to Move","2 out of 3","Resale","East","Garden/Park","Freehold","2 Covered",1,3,"Delhi"," Radhey Shyam Park",6272,2,5000,558.035714285714
"2496","3 BHK Flat for Sale in Kaushambi, Ghaziabad",17000000,"₹9155 per sqft ","","1100 sqft","Ready to Move","3 out of 13","Resale","North - West","Garden/Park, Main Road","Freehold","2 Covered",3,2,"Ghaziabad"," Kaushambi",9155,3,1100,1856.90879300928
"2497","2 BHK Flat for Sale in Gaur Ganga 2, Vaishali, Ghaziabad",6200000,"₹6294 per sqft ","","900 sqft","Ready to Move","2 out of 3","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered,",2,2,"Ghaziabad"," Gaur Ganga 2",6294,2,900,985.065141404512
"2499","2 BHK House for Sale in Uttam Nagar West New Delhi",15000000,"₹12500 per sqft ","","1200 sqft","Ready to Move","1 out of 4","Resale","East","Pool, Garden/Park, Main Road","Freehold","2 Open",2,1,"Delhi"," Uttam Nagar West New Delhi",12500,2,1200,1200
"2500","2 BHK Flat for Sale in Mahaluxmi Homz, Kaushambi, Ghaziabad",7500000,"₹6198 per sqft ","","1400 sqft","Ready to Move","21 out of 21","Resale","East","Garden/Park","Leasehold","1 Covered",2,1,"Ghaziabad"," Mahaluxmi Homz",6198,2,1400,1210.06776379477
"2501","2 BHK Flat for Sale in Kewal Park, New Delhi",4500000,"₹6667 per sqft ","","1109 sqft","Ready to Move","4 out of 4","Resale","North","Garden/Park, Pool, Main Road","Freehold","1 Covered",1,5,"Delhi"," Kewal Park",6667,2,1109,674.966251687416
"2502","5 BHK Flat for Sale in Raisina Residenc, Golf course Extension Road, Gurgaon",72500000,"₹11154 per sqft ","","991 sqft","Ready to Move","1 out of 1","Resale","North - East","Garden/Park, Main Road","Freehold","2 Covered,",5,1,"Gurgaon"," Raisina Residenc",11154,5,991,6499.91034606419
"2506","2 BHK Flat for Sale in Saket, New Delhi",2800000,"₹4444 per sqft ","","","Ready to Move","2 out of 4","Resale","East","","Leasehold","",2,2,"Delhi"," Saket",4444,2,NA,630.06300630063
"2507","3 BHK House for Sale in DDA LIG Flat, Kalkaji New Delhi",5000000,"₹4167 per sqft ","","","Ready to Move","Ground out of 4","Resale","","","Freehold","",2,4,"Delhi"," DDA LIG Flat",4167,3,NA,1199.90400767939
"2508","2 BHK Flat for Sale in Sector 15 Part 2, Delhi Gurgaon Expressway, Gurgaon",5200000,"₹5200 per sqft ","","","Ready to Move","3 out of 14","New Property","","","Freehold","",2,1,"Gurgaon"," Sector 15 Part 2",5200,2,NA,1000
"2510","3 BHK Flat for Sale in Corona Optus, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",12100000,"₹6856 per sqft ","","","Ready to Move","4 out of 4","Resale","","","","",3,5,"Gurgaon"," Corona Optus",6856,3,NA,1764.87747957993
"2511","2 BHK Flat for Sale in Dwarka Sector 14, New Delhi",14000000,"₹10370 per sqft ","","","Ready to Move","4 out of 5","Resale","","","","",2,4,"Delhi"," Dwarka Sector 14",10370,2,NA,1350.04821600771
"2513","1 BHK Flat for Sale in Palam Colony, Palam, New Delhi",1440000,"₹3556 per sqft ","","","Poss. by Jun '26","2 out of 4","Resale","","","","",1,1,"Delhi"," Palam Colony",3556,1,NA,404.949381327334
"2515","3 BHK Flat for Sale in Adani Samsara, Sector 60, Gurgaon",32500000,"₹17568 per sqft ","","","Poss. by Dec '25","2 out of 3","Resale","","","","",3,NA,"Gurgaon"," Adani Samsara",17568,3,NA,1849.95446265938
"2517","3 BHK Flat for Sale in New Industrial Township 1, Mathura Road, Faridabad",5500000,"₹2938 per sqft ","","","Poss. by Dec '23","4 out of 5","Resale","","","","",2,NA,"Faridabad"," New Industrial Township 1",2938,3,NA,1872.02178352621
"2518","2 BHK Flat for Sale in Godrej Golf Links, Sector 27, Greater Noida",11200000,"₹11487 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Noida"," Godrej Golf Links",11487,2,NA,975.015234613041
"2519","2 BHK Flat for Sale in Kishangarh Village, Vasant Kunj, New Delhi",2900000,"₹3867 per sqft ","","","Ready to Move","","Resale","","","","",2,NA,"Delhi"," Kishangarh Village",3867,2,NA,749.935350400827
"2520","4 BHK Flat for Sale in Malibu Town, Sector 47, Gurgaon",31000000,"₹9568 per sqft ","","","","","New Property","","","","",4,NA,"Gurgaon"," Malibu Town",9568,4,NA,3239.96655518395
"2521","3 BHK Flat for Sale in Sector 27, Greater Noida",6800000,"₹4277 per sqft ","Oracle Landbase","1800 sqft","Ready to Move","10 out of 14","New Property","North","Garden/Park","Freehold","1 Covered,",3,4,"Noida"," Sector 27",4277,3,1800,1589.89946223989
"2522","4 BHK Flat for Sale in Gulistan Apartment, Dwarka Sector 13, New Delhi",21000000,"₹9545 per sqft ","Space Kart","1650 sqft","Ready to Move","8 out of 10","Resale","North","Garden/Park, Pool","Freehold","2 Covered",3,3,"Delhi"," Gulistan Apartment",9545,4,1650,2200.10476689366
"2523","3 BHK Flat for Sale in Bellevue Central Park 2, Central Park, Gurgaon",27500000,"₹11653 per sqft ","","1188 sqft","Ready to Move","7 out of 16","Resale","North - East","Garden/Park, Main Road","Leasehold","1 Covered",4,4,"Gurgaon"," Bellevue Central Park 2",11653,3,1188,2359.90732000343
"2524","2 BHK Flat for Sale in Ashram, New Delhi",6500000,"₹9630 per sqft ","","4000 sqft","Ready to Move","3 out of 5","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Covered",2,3,"Delhi"," Ashram",9630,2,4000,674.974039460021
"2525","3 BHK Flat for Sale in Signature Residency, Tronica City, Ghaziabad",4000000,"₹2613 per sqft ","","1050 sqft","Ready to Move","2 out of 12","Resale","North - East","Garden/Park, Main Road","Freehold","3 Covered",3,4,"Ghaziabad"," Signature Residency",2613,3,1050,1530.80750095675
"2527","1 BHK Flat for Sale in Morta, Ghaziabad",2070000,"₹3253 per sqft ","","","Ready to Move","12 out of 13","New Property","North","Garden/Park","Freehold","",1,3,"Ghaziabad"," Morta",3253,1,NA,636.335690132186
"2529","1 BHK Flat for Sale in Mehak Jeevan, Garhi, Raj Nagar Extension, Ghaziabad",2070000,"₹3253 per sqft ","","","Ready to Move","12 out of 14","New Property","North - West","Main Road","Freehold","",1,2,"Ghaziabad"," Mehak Jeevan",3253,1,NA,636.335690132186
"2531","1 BHK Flat for Sale in Mehak Jeevan, Raj Nagar Extension, Ghaziabad",2100000,"₹3297 per sqft ","","","Poss. by Sep '24","12 out of 14","New Property","","","","",1,6,"Ghaziabad"," Mehak Jeevan",3297,1,NA,636.942675159236
"2534","3 BHK Flat for Sale in Parijat Apartment, Aashirwaad Chowk, Dwarka, New Delhi",17100000,"₹9243 per sqft ","","","Ready to Move","15 out of 24","Resale","","","","",3,4,"Delhi"," Parijat Apartment",9243,3,NA,1850.04868549172
"2535","3 BHK Flat for Sale in RG Residency, Sector 120, Noida",11500000,"₹6446 per sqft ","","","Ready to Move","Ground out of 1","Resale","","","","",4,NA,"Noida"," RG Residency",6446,3,NA,1784.05212534905
"2536","1 BHK House for Sale in Chhattarpur New Delhi",4500000,"₹10000 per sqft ","","","Ready to Move","7 out of 7","Resale","","","","",1,NA,"Delhi"," Chhattarpur New Delhi",10000,1,NA,450
"2537","3 BHK Flat for Sale in Sukh Sagar Apartment, Indraprastha Extension, Patparganj, New Delhi",17000000,"₹12134 per sqft ","","","Ready to Move","Ground out of 4","Resale","","","","",2,NA,"Delhi"," Sukh Sagar Apartment",12134,3,NA,1401.02192187242
"2538","8 BHK House for Sale in Sihani Gate, Naya Ganj Ghaziabad",7530000,"₹3765 per sqft ","","","Ready to Move","Ground out of 3","Resale","","","","",3,NA,"Ghaziabad"," Sihani Gate",3765,8,NA,2000
"2539","7 BHK House for Sale in Sihani Gate, Naya Ganj Ghaziabad",13000000,"₹6420 per sqft ","","","Ready to Move","Ground out of 2","Resale","","","","",2,NA,"Ghaziabad"," Sihani Gate",6420,7,NA,2024.92211838006
"2540","4 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj, New Delhi",45000000,"₹20455 per sqft ","","","Ready to Move","9 out of 11","Resale","","","","",5,NA,"Delhi"," DDA Flats Vasant Kunj",20455,4,NA,2199.95111219751
"2541","7 BHK House for Sale in Avantika Colony, Shastri Nagar Ghaziabad",22500000,"₹5294 per sqft ","","","Ready to Move","9 out of 11","Resale","","","","",4,NA,"Ghaziabad"," Avantika Colony",5294,7,NA,4250.09444654326
"2542","3 BHK Flat for Sale in DDA Flats Pocket 1, Vasant Kunj Sector B, New Delhi",50000000,"₹16667 per sqft ","","","Ready to Move","12 out of 20","New Property","","","","",3,NA,"Delhi"," DDA Flats Pocket 1",16667,3,NA,2999.94000119998
"2543","5 BHK Flat for Sale in Gurgaon",13500000,"₹5271 per sqft ","","","Poss. by Sep '26","2 out of 4","Resale","","","","",3,NA,"Gurgaon"," Gurgaon",5271,5,NA,2561.18383608423
"2544","2 BHK Flat for Sale in Vaibhav Khand, Indirapuram, Ghaziabad",6500000,"₹5717 per sqft ","","","Ready to Move","5 out of 20","Resale","","","","",2,NA,"Ghaziabad"," Vaibhav Khand",5717,2,NA,1136.95994402659
"2545","4 BHK Villa for Sale in Rise Resort Residences, Greater Noida West Greater Noida",20000000,"₹5442 per sqft ","","","Ready to Move","14 out of 22","Resale","","","","",4,NA,"Noida"," Rise Resort Residences",5442,4,NA,3675.11944138184
"2547","3 BHK Flat for Sale in M3M Antalya Hills Phase I, Sector 79, Gurgaon",15100000,"₹9450 per sqft ","","","","","New Property","","","","",3,NA,"Gurgaon"," M3M Antalya Hills Phase I",9450,3,NA,1597.8835978836
"2549","2 BHK Flat for Sale in 3C Lotus Boulevard Espacia, Sector 100, Noida",10000000,"₹8511 per sqft ","","","","","Resale","","","","",2,NA,"Noida"," 3C Lotus Boulevard Espacia",8511,2,NA,1174.95006462225
"2550","4 BHK Flat for Sale in New Rohtak Road, New Delhi",30000000,"₹15385 per sqft ","","","","","Resale","","","","",3,NA,"Delhi"," New Rohtak Road",15385,4,NA,1949.95125121872
"2551","2 BHK Flat for Sale in Noida Extention, Greater Noida",3600000,"₹3529 per sqft ","Its My Home","2100 sqft","Ready to Move","15 out of 21","Resale","North","Garden/Park, Main Road","Freehold","2 Covered",2,3,"Noida"," Noida Extention",3529,2,2100,1020.11901388495
"2553","3 BHK Flat for Sale in Green Park Extension, New Delhi",27500000,"₹15278 per sqft ","","1456 sqft","Ready to Move","Ground out of 2","Resale","South -West","Garden/Park, Pool, Main Road","Freehold","3 Covered",3,4,"Delhi"," Green Park Extension",15278,3,1456,1799.97381856264
"2554","2 BHK Flat for Sale in SRS Residency, Sector 88, Faridabad",4250000,"₹3259 per sqft ","","320 sqft","Ready to Move","4 out of 13","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered,",2,3,"Faridabad"," SRS Residency",3259,2,320,1304.08100644369
"2556","3 BHK Flat for Sale in Pari Chowk, Greater Noida",7000000,"₹4499 per sqft ","","514 sqft","Ready to Move","14 out of 17","Resale","East","Garden/Park","Freehold","1 Covered,",3,1,"Noida"," Pari Chowk",4499,3,514,1555.90131140253
"2558","2 BHK Flat for Sale in Shadipur, New Delhi",4200000,"₹6667 per sqft ","","1850 sqft","Ready to Move","2 out of 4","Resale","North","Garden/Park, Pool","Freehold","1 Covered",2,2,"Delhi"," Shadipur",6667,2,1850,629.968501574921
